new_auc	names	model	common_otus
0.6961538461538461	Otu00008	RBF_SVM	xgboost_dt
0.6914529914529914	Otu00013	RBF_SVM	diff
0.691025641025641	Otu00044	RBF_SVM	diff
0.6982905982905983	Otu00050	RBF_SVM	rbf_xgboost
0.6931623931623931	Otu00092	RBF_SVM	diff
0.6995726495726495	Otu00126	RBF_SVM	diff
0.6961538461538461	Otu00246	RBF_SVM	diff
0.6935897435897436	Otu00299	RBF_SVM	diff
0.6961538461538461	Otu00307	RBF_SVM	diff
0.6978632478632478	Otu00612	RBF_SVM	diff
0.6893162393162393	Otu00629	RBF_SVM	diff
0.7	Otu00742	RBF_SVM	rbf_xgboost
0.6948717948717948	Otu00758	RBF_SVM	diff
0.6918803418803419	Otu00822	RBF_SVM	four
0.6991452991452991	Otu00958	RBF_SVM	diff
0.6901709401709402	Otu01087	RBF_SVM	diff
0.697008547008547	Otu01123	RBF_SVM	diff
0.6961538461538461	Otu01179	RBF_SVM	diff
0.7025641025641025	Otu01212	RBF_SVM	diff
0.6987179487179487	Otu02114	RBF_SVM	diff
0.6628205128205128	Otu00008	RBF_SVM	xgboost_dt
0.6679487179487179	Otu00013	RBF_SVM	diff
0.6675213675213675	Otu00044	RBF_SVM	diff
0.6739316239316239	Otu00050	RBF_SVM	rbf_xgboost
0.67008547008547	Otu00092	RBF_SVM	diff
0.6645299145299145	Otu00126	RBF_SVM	diff
0.6658119658119658	Otu00246	RBF_SVM	diff
0.6709401709401709	Otu00299	RBF_SVM	diff
0.6696581196581196	Otu00307	RBF_SVM	diff
0.6705128205128206	Otu00612	RBF_SVM	diff
0.6623931623931624	Otu00629	RBF_SVM	diff
0.6666666666666666	Otu00742	RBF_SVM	rbf_xgboost
0.6743589743589743	Otu00758	RBF_SVM	diff
0.6688034188034188	Otu00822	RBF_SVM	four
0.6628205128205128	Otu00958	RBF_SVM	diff
0.6705128205128205	Otu01087	RBF_SVM	diff
0.6713675213675213	Otu01123	RBF_SVM	diff
0.6713675213675213	Otu01179	RBF_SVM	diff
0.6615384615384615	Otu01212	RBF_SVM	diff
0.6653846153846154	Otu02114	RBF_SVM	diff
0.6957264957264957	Otu00008	RBF_SVM	xgboost_dt
0.685042735042735	Otu00013	RBF_SVM	diff
0.6918803418803419	Otu00044	RBF_SVM	diff
0.6884615384615385	Otu00050	RBF_SVM	rbf_xgboost
0.6905982905982906	Otu00092	RBF_SVM	diff
0.6923076923076923	Otu00126	RBF_SVM	diff
0.6948717948717948	Otu00246	RBF_SVM	diff
0.685042735042735	Otu00299	RBF_SVM	diff
0.6948717948717948	Otu00307	RBF_SVM	diff
0.6884615384615385	Otu00612	RBF_SVM	diff
0.6876068376068376	Otu00629	RBF_SVM	diff
0.6931623931623931	Otu00742	RBF_SVM	rbf_xgboost
0.6914529914529914	Otu00758	RBF_SVM	diff
0.6935897435897436	Otu00822	RBF_SVM	four
0.6888888888888889	Otu00958	RBF_SVM	diff
0.6944444444444444	Otu01087	RBF_SVM	diff
0.6961538461538461	Otu01123	RBF_SVM	diff
0.6935897435897436	Otu01179	RBF_SVM	diff
0.6935897435897436	Otu01212	RBF_SVM	diff
0.694017094017094	Otu02114	RBF_SVM	diff
0.6059829059829059	Otu00008	RBF_SVM	xgboost_dt
0.6021367521367521	Otu00013	RBF_SVM	diff
0.6128205128205128	Otu00044	RBF_SVM	diff
0.6038461538461538	Otu00050	RBF_SVM	rbf_xgboost
0.6038461538461538	Otu00092	RBF_SVM	diff
0.5961538461538461	Otu00126	RBF_SVM	diff
0.5987179487179487	Otu00246	RBF_SVM	diff
0.6098290598290598	Otu00299	RBF_SVM	diff
0.602991452991453	Otu00307	RBF_SVM	diff
0.6017094017094017	Otu00612	RBF_SVM	diff
0.6042735042735042	Otu00629	RBF_SVM	diff
